,C1.1,C1.2,C1.3,C1.4,C1.5,C1.6,C1.7,C1.8,C1.9,C1.10,C1.11,C1.12,C1.13,C1.14,C1.15,C1.16,C1.17,C1.18,C1.19,C1.20,C1.21,C1.22,C1.23,C1.24,C1.25,C1.26,C1.27,C1.28,C1.29,C1.30,C1.31,C1.32,C1.33,ABC.1,ABC.2,ABC.3,ABC.4,ABC.5,ABC.6,ABC.7,ABC.8,ABC.9,ABC.10,ABC.11,ABC.12,ABC.13,ABC.14,ABC.15,ABC.16,ABC.17,ABC.18,ABC.19,ABC.20,ABC.21,ABC.22,ABC.23,ABC.24,ABC.25,ABC.26,ABC.27,ABC.28,ABC.29,ABC.30,ABC.31,ABC.32,ABC.33,Space1,description,Space2,pvalue (Ttest),Bonferoni Correction (Ttest),Benjamin-Hochberger Correction (Ttest),Space3,Mann-Whitney U Test (Wilcox-Test),Bonferoni Correction (Wilcox-Test),Benjamin-Hochberger Correction (Wilcox-Test),Space5,Average Group 1,Average Group 2,Group_2/Group_1
tRNA processing,0.001564413,0.001028807,0.004364806,0.001598174,0.005056514,0.002485707,0.003900917,0.008312768,0.002761954,0.001432665,0.006590258,0.002440612,0.004421769,0.004841067,0.000713649,0.007896399,0.005016067,0.004685408,0.005021521,0.003462812,0.001373267,0.005308776,0.004804484,0.005797459,0.001998501,0.001513388,0.007422402,0.00455483,0.000431717,0.005291005,0.007253159,0.003695807,0.001108121,0.003713922,0,0.004154262,0.005566689,0.001693787,0.007794803,0.007332519,0.002609263,0.002288968,0.001521739,0.001669449,0.002310469,0.004360465,0.001331853,0.002930096,0.004077573,0.003480491,0.003138178,0.00272582,0.005614568,0.00710501,0.002394688,0,0.000548045,0.00540599,0.002931793,0.003533191,0.006441224,0.004093328,0.002194834,0.00369515,0.006849315,0.005312161,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5958360096,1,0.8197827335,,0.6535319415,1,0.8983511187,,0.003883309182,0.003600595242,0.9271976744
Fimbrium biogenesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000178412,0,0,0,0,0,0,0.000108342,0,0,0,0,0,0,0,0,0.000116986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000196136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71E-05,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.6270499126,1,0.828758276,,0.6547232714,1,0.8983511187,,1.22E-05,7.67E-06,6.27E-01
ATP synthesis,0.004013059,0.002865961,0.002297266,0.003424658,0.002379536,0.001905709,0.004486054,0.005974802,0.001380977,0.002148997,0.003724928,0.001138952,0.008956916,0.006941907,0.005352364,0.008001685,0.013559056,0.007195448,0.004911158,0.004215598,0.001896416,0.005200433,0.000800747,0.002467004,0,0.000582072,0.010683761,0.002320385,0.002014678,0.003620162,0.006785213,0.000426439,0.000633212,0.006685059,0.000331089,0.001869418,0.001410228,0.002480189,0.00946036,0.00627708,0.000362398,0.009435016,0.00326087,0.001669449,0.003465704,0.002906977,0,0.004604437,0.007359523,0.00293094,0.003726586,0.003007801,0.001365706,0.006262042,0.001088495,0.000969932,0.001096091,0.004649151,0.00215573,0.00117773,0.003716091,0.004666394,0.0005065,0.004341801,0.006559907,0.009710402,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5975091216,1,0.8197827335,,0.6581645548,1,0.8983511187,,0.004009259182,0.003621487758,0.9032810286
Meiosis,0,0,0,0.000684932,0,8.29E-05,0,0,0,0,0.000286533,0,0,0,0,0,0,0.000167336,0.000110363,0.000401485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05E-05,0,0,0,0.000334971,0,0,0.000144404,0,0,0,0,0,0,0,0.000151745,0,0,0,0,0,8.62E-05,0,0,0,0,0,0,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3033723616,1,0.6976091236,,0.663817714,1,0.8983511187,,5.25E-05,2.36E-05,4.49E-01
Photosynthesis,0.006597742,0.008230453,0.007466115,0.005479452,0.001412849,0.000828569,0.004486054,0.005715028,0.00327982,0.011103152,0,0.004067686,0.008503401,0.004475703,0.006244425,0.00810697,0.002743162,0.002342704,0.002207262,0.005620797,0.005950824,0.00780065,0.000533832,0.011224867,0.001498876,0.000814901,0.004610886,0.003609488,0.006475752,0.001253133,0.001871783,0.002842928,0.001266424,0.014855688,0.003752345,0.006092917,0.006012024,0.000665416,0.004397069,0.004277303,0.002464304,0.005415364,0,0.006010017,0.005198556,0.004542151,0.002663707,0.001883633,0.00497265,0.003846858,0.007355104,0.006015603,0.000151745,0.005298651,0.011755742,0.002667313,0.004201681,0.01048762,0.013451755,0.00503212,0.002229654,0.003029063,0.005233834,0.004803695,0.003376423,0.005140801,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4794216001,1,0.7557442779,,0.667469113,1,0.8983511187,,0.004505020848,0.005069115333,1.125214622
Capsule biogenesis/degradation,0.001020269,0.000440917,0.000229727,0.001369863,0.001338489,0.000331428,0.002730642,0.002078192,0.000172622,0.000835721,0.000286533,0,0.00170068,0.001096091,0.000713649,0.000736997,0.001097265,0.00083668,0.001600265,0.002157985,0,0.000650054,0.000400374,0.001233502,0.000249813,0.000931315,0.002136752,0.002406325,0.000287811,0.00139237,0.002222742,0.00199005,0.000316606,0.001591681,0,0.000346188,0.001261783,0.000181477,0.00206529,0.001555383,7.25E-05,0.000111657,0.000434783,0.000445186,0.000577617,0.002180233,0,0,0.00298359,0.000183184,9.81E-05,0.000845944,0.003338392,0.002408478,0.001523892,0,0,0.000864958,0.000862292,0.003747323,0.000990958,0.001309865,0.000844167,0.001570439,0.001929385,0.0011424,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.9489146026,1,0.9775456006,,0.6719633626,1,0.8983511187,,0.001060355424,0.001074760382,1.013585027
Methanogenesis,0,7.35E-05,0.000114863,0,0,0,0.000390092,0,0,0,0.005873926,0,0,0,0,0,0,0,0,0,0,0,0,0.001233502,0,0,0.000449843,0,0,0,0.000233973,0,0,0,0,0.000207713,0.000148445,0,0,0,0,0,0.006086957,0,0,0,0,0,0,0.002564572,0,0.000657957,0,0,0,0.001939864,0,0.002162396,0,0,0.00012387,0,0,0,0,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5480513933,1,0.7958976863,,0.6749516342,1,0.8983511187,,0.0002536268242,0.0004209628485,1.65977258
Starch biosynthesis,0,7.35E-05,0,0,0.000148721,0,0,0,0,0,0,0,0.000340136,0.000182682,0,0,0.00039188,0.000167336,0.000110363,5.02E-05,0,0,0,0,0,0,0.002249213,0,0,0,0,0.000142146,0.012347633,0.000212224,0,0,0.000742225,0,0.000466356,5.55E-05,0,5.58E-05,0,0,0.010252708,0,0,0,0.002884137,0,0,0,0,0,0,0,0,0,8.62E-05,0,0,0,0,0.000184758,0,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.9384316592,1,0.9775456006,,0.6818349801,1,0.9011665122,,0.0004910236939,0.0004527277303,0.922007911
Endocytosis,0,0,0,0,0,0,0,0.000129887,0.000172622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59E-05,0,0,0,0,0,0,0.000110363,0,0,0,0,0,0,0.001339884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62E-05,0,0,0,0,9.24E-05,0,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3680563331,1,0.7026529995,,0.7010465557,1,0.9201236044,,1.18E-05,4.94E-05,4.19E+00
Branched-chain amino acid catabolism,0,0,0,0,0,0.000248571,0,0,0,0,0.000573066,0,0.001473923,0,0,0.000210571,0.001018889,0,5.52E-05,0,6.54E-05,0.000975081,0,0,0,0.000232829,0,0,0,0,0.000467946,0.000142146,0.000633212,0,0,0,0,0.001572803,0,0,0,0,0.000217391,0,0,0.000363372,0,0.001046463,0,0,0,0.000187988,0,0,0,0.000242483,0,0.000540599,0,0,0.000619348,0,0,0.00073903,0.000192938,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.8984542604,1,0.9750149919,,0.7080115835,1,0.9228564778,,0.0001847517939,0.0001734065152,0.9385917801
Tryptophan catabolism,0,0,0,0,0.001859012,0.000248571,0,0.000129887,0,0,0.000573066,0,0.001587302,0,0.001784121,0.000736997,0.001097265,8.37E-05,5.52E-05,0,6.54E-05,0.001516793,0,0.00012335,0,0.000232829,0,0,0,0,0.000467946,0.000142146,0.000949818,0,0.000110363,0.000207713,0,0.001572803,0,0.000222198,0.000144959,5.58E-05,0.000217391,0.001669449,0,0.000363372,0.000887902,0.001465048,0,0,0,0.000563963,0,0,0.000761946,0,0.000182682,0.000756839,8.62E-05,0,0.000619348,0,0,0.000831409,0.000192938,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.8649109454,1,0.9489130123,,0.7160474716,1,0.9269381652,,0.000353131703,0.000330678203,0.9364160742
Nodulation,0.000816215,0,0,0,0,0,0,0.000519548,0,0,0,0,0,9.13E-05,0.000178412,0.000105285,7.84E-05,0.00041834,0,0,0,0,0,0,0,0,0.000112461,0,0,0.000278474,0.000350959,0,0.000158303,0.000106112,0,0.000138475,0,0,0.000199867,0.000444395,0,0,0,0,0,0,0,0,0.000198906,0,0,0,0,0.000240848,0,0,0.000182682,0,0,0,0,0,0,0.000277136,9.65E-05,5.71E-05,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3511323723,1,0.7016791524,,0.7211844098,1,0.9272370983,,9.42E-05,5.88E-05,6.25E-01
Thiamine biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0.000453515,0,0,0,0.000156752,0,0,0,0,0.000108342,0.000133458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000144959,0,0,0.000111297,0.000288809,0,0,0,0,0,0,0,0,0,0.000108849,0,0,0,0.000172458,0,0,0,0,0,0,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.9672012027,1,0.9775456006,,0.7308809597,1,0.9333547391,,2.58E-05,2.50E-05,9.70E-01
Peptidoglycan synthesis,0.000272072,7.35E-05,0,0,0,0,0,0.000129887,0,0,0,0,0.000226757,0.000182682,0,0,0.00039188,0.00083668,0.000165545,0.000100371,0,0,0,0,0,0,0,0,0,0.000696185,0.000350959,0,0,0.000212224,0,0,7.42E-05,6.05E-05,0.000333111,0.000444395,0,0.000111657,0.000217391,0,0,0,0,0,0.000397812,0,0,9.40E-05,0,0.000120424,0,0,0,0,0,0,0,0,0,0.000184758,0.000385877,0.0002856,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.722234277,1,0.8921717539,,0.7433263631,1,0.9428770646,,0.0001038334606,8.85E-05,8.53E-01
Ribosome biogenesis,0.000204054,0.000146972,0,0.000456621,7.44E-05,0,0,0,0.000172622,0,0.000143266,0.000162707,0,0,0,0,0,8.37E-05,0,0,0,0.000216685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42E-05,0.000423447,6.66E-05,0.000277747,0,0.000334971,0,0,0,0,0,0.000209293,0,0,0,0,0,0,0,0,0,0.00010812,0,0,0,0,0,0,0,0.00011424,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.9508752317,1,0.9775456006,,0.7766965065,1,0.9690354273,,5.03E-05,4.87E-05,9.69E-01
Sporulation,0.004013059,0.008230453,0.004249943,0.0043379,0.006395003,0.002982849,0.007411742,0.013508248,0.00569653,0.00656638,0.007163324,0.010250569,0.011904762,0.009225429,0.001784121,0.008317541,0.004232307,0.008115797,0.006676967,0.007929339,0.007062516,0.009967497,0.004404111,0.01282842,0.002498126,0.001629802,0.013157895,0.00481265,0.006187941,0.003898635,0.007955077,0.007391613,0.005857211,0.006472835,0.005187065,0.004638925,0.007199584,0.004234469,0.008727515,0.015220531,0.003479017,0.008485931,0.005652174,0.010461881,0.012129964,0.006722384,0.013984462,0.003976559,0.008751865,0.003663675,0.005099539,0.003571764,0.001820941,0.006382466,0.011973441,0.017216295,0.012239678,0.011785058,0.004570147,0.008137045,0.004830918,0.005403193,0.004220834,0.004341801,0.009743392,0.004512481,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5265477063,1,0.7872506292,,0.7792853906,1,0.9690354273,,0.006867992636,0.007419328152,1.080276078
Cell shape,0.008298191,0.00654027,0.011141741,0.022146119,0.005353956,0.007457122,0.024770821,0.008962203,0.005869152,0.004775549,0.015472779,0.016270745,0.007596372,0.027767629,0.001962533,0.027268899,0.024531703,0.020247657,0.005849244,0.003864298,0.005231494,0.009100758,0.004671026,0.014555323,0.004246815,0.004540163,0.00708502,0.010484703,0.024320046,0.007936508,0.00818905,0.008813077,0.006173817,0.005411715,0.012581393,0.006646819,0.023454316,0.016756397,0.012991339,0.01983113,0.001232152,0.00334971,0.012826087,0.00623261,0.010397112,0.012172965,0.011098779,0.013604018,0.007061164,0.01080784,0.00961067,0.010527305,0.0107739,0.011199422,0.001523892,0.01042677,0.00822068,0.011244459,0.00103475,0.004175589,0.010652793,0.002210397,0.009117002,0.011454965,0.009646923,0.013537442,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3515792173,1,0.7016791524,,0.7890784378,1,0.9690354273,,0.01125741767,0.009751894091,0.8662638608
Polyamine biosynthesis,0,0.000146972,0,0,0.000148721,0,0,0.000649435,0,0,0,0,0.000566893,0.000274023,0,0.000315856,0.000156752,0.00041834,0,0,0,0,0.000533832,0.00012335,0,0,0,0.00017188,0,0.000417711,0.000350959,0.000284293,0,0.000106112,0,6.92E-05,0,0,0.000466356,0.000388846,0,0.000111657,0,0.000111297,0,0,0,0,0.000298359,0.000549551,0.000196136,9.40E-05,0,0.000361272,0,0,0,0.000324359,8.62E-05,0,0,0.000409333,0,0.000277136,0.000192938,0.00034272,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.9075579947,1,0.9750149919,,0.791669508,1,0.9690354273,,0.0001381520303,0.0001328949303,0.9619469943
Thyroid hormones biosynthesis,0.001156305,0.000146972,0.001608086,0,0.000148721,0.000248571,0,0,0,0,0.000286533,0,0,0.000274023,0,0,0,0,0,0.000401485,0.000523149,0.000433369,0.000266916,0.00012335,0.000999251,0.00419092,0.000674764,0,0,0,0.000350959,0.001563611,0,0,0.000331089,0.010593367,0.00029689,0.000362954,0,0,0.000289918,0,0.00326087,0,0,0.000726744,0,0,0.000497265,0.000366367,0,9.40E-05,0,0.000240848,0,0,0.000548045,0,8.62E-05,0.00117773,0.00012387,0,0,0,0.000675285,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5985715197,1,0.8197827335,,0.7944967303,1,0.9690354273,,0.0004059692424,0.000596105,1.468350155
Inositol biosynthesis,0.000272072,0,0,0,0,0.000165714,0,0.000779322,0,0.000238777,0.000143266,0,0.000453515,0.000182682,0,0,0.000705384,0.000585676,0.000772542,0.000552043,0,0,0.000800747,0,0,0.000232829,0.000224921,0.001203163,0,0.000278474,0.000584932,0.000568586,0,0.000901952,0,0.001246278,0.000148445,0,0.000333111,0.000222198,7.25E-05,0.001228227,0,0.000111297,0.000288809,0,0,0,0.000696171,0,0,9.40E-05,0,0.000963391,0,0,0,0,0.000172458,0.000214133,0.000495479,0.001146132,0.000168833,0.000277136,0.000578815,0.00068544,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.6612538233,1,0.8501834871,,0.7947115938,1,0.9690354273,,0.0002649892424,0.0003043872212,1.148677654
Biotin biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0.000226757,9.13E-05,0,0,0.000156752,0.000167336,0.000110363,0,0,0,0,0,0,0,0.000449843,0,0,0.000278474,0.000350959,0,0.000158303,0.000159168,0,0,0,0,0.000399734,0.000333296,0,0,0,0,0,0,0,0,0.000596718,0,0,0,0,0.000120424,0,0,0,0,0,0,0.00012387,0.000163733,0,9.24E-05,9.65E-05,0.00022848,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.7563859015,1,0.9047907303,,0.8098218732,1,0.9762836697,,6.03E-05,7.01E-05,1.16E+00
Antibiotic biosynthesis,0,0,0,0,0,0,0.000195046,0.001168983,0,0,0,0,0.000340136,0,0.000178412,0,0.00078376,0.000251004,0.000386271,0.000401485,0,0,0,0,0,0,0.000449843,0,0,0.000417711,0.000116986,0.000852878,0,0.000106112,0,0,0,0,0.000333111,0.000499944,0,0,0,0,0.000144404,0,0,0,9.95E-05,0,0.000294204,0,0.00030349,0.000481696,0.000108849,0,0,0,0,0.000107066,0.000371609,0,0,0.000369515,0.000289408,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2929120322,1,0.6976091236,,0.8139641298,1,0.9762836697,,0.000167955,0.0001063291212,0.6330810111
Flagellar rotation,0.001428377,0.000881834,0,0.000456621,0.001412849,0,0.002535596,0.006104689,0,0,0.005444126,0,0.003401361,0.00520643,0,0.00336913,0.004624187,0.003681392,0.003862708,0.001605942,0,0.002816901,0.004404111,0.002467004,0,0.000582072,0.003823662,0.001203163,0.001726867,0.002645503,0.00327562,0.006538735,0.00158303,0.001061121,0,0,0.000816448,0,0.002731512,0.003999556,0,0.000111657,0.002826087,0,0.002166065,0.007085756,0,0.001674341,0.005469915,0.001831837,0.001863293,0.006485572,0.002276176,0.004094412,0,0.002909796,0.002740227,0.003459833,0,0.000749465,0.002849003,0.001391731,0.003883167,0.003233256,0.001639977,0.00251328,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.7425836868,1,0.8983221886,,0.8161524858,1,0.9762836697,,0.002275209394,0.002117075242,0.93049688
Fruit ripening,0,0,0,0,0,0,0,0,0,0,0.000286533,0.000813537,0,0,0,0,0,0,0,0,0,0.000866739,0.000266916,0,0,0.000116414,0,0.000515641,0,0,0,0.000568586,0,0,0,0,0,0,0,0,7.25E-05,0,0.000434783,0,0,0,0,0,9.95E-05,0,0,0,0,0,0,0.003152279,0.001278772,0,0,0.000749465,0,0,0.000168833,0,9.65E-05,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4798213461,1,0.7557442779,,0.8475796271,1,1,,0.000104071697,0.0001834101121,1.762343821
Plant defense,0.006461706,0.008818342,0.00137836,0.0043379,0.001115407,0.005717127,0.001170275,0.008312768,0.001380977,0.002148997,0.003868195,0.004555809,0.003628118,0.004749726,0.006244425,0.000842283,0.005016067,0.00585676,0.007725417,0.001555756,0.004119801,0.001408451,0.002402242,0.020106081,0.019735199,0.000465658,0.005623032,0.006101753,0.004029357,0.003341688,0.00491343,0.0039801,0.010764603,0.012468166,0.00606997,0.007546909,0.003340013,0.002964128,0.002465023,0.009721142,0.000362398,0.00591782,0.001304348,0.002893712,0.003898917,0.003452035,0.001775805,0.011092507,0.005867727,0.003297307,0.004314995,0.003007801,0.004248862,0.004214836,0.00598672,0.003152279,0.002557545,0.008325224,0.003621626,0.002141328,0.006069615,0.00785919,0.0025325,0.008221709,0.0062705,0.004341121,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.73251821,1,0.8942855336,,0.8484773921,1,1,,0.005208357879,0.004887993273,0.9384902855
Molybdenum cofactor biosynthesis,0.000136036,0,0,0,0,0,0,0,0,0,0,0,0.000113379,0,0,0,0,0.000251004,0,0,0.000130787,0.000108342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133245,5.55E-05,0,5.58E-05,0,0,0,0,0,0,0,0,9.81E-05,9.40E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4343284055,1,0.7462551694,,0.8532225899,1,1,,2.24E-05,1.32E-05,5.90E-01
Host-virus interaction,0.019997279,0.0111699,0.005513439,0.035159817,0.017623438,0.019471373,0.009167154,0.006364463,0.045226998,0.00561127,0.004011461,0.008460788,0.007936508,0.008129339,0.008028546,0.003474416,0.007759229,0.006944444,0.006897693,0.003613369,0.009547476,0.006500542,0.021086347,0.009497965,0.010991756,0.016181607,0.006185335,0.009711241,0.013527126,0.010999722,0.005264389,0.005401564,0.019787874,0.016129032,0.013464298,0.010247179,0.007199584,0.016090981,0.004863424,0.007832463,0.020366746,0.014403752,0.003695652,0.009015025,0.016028881,0.011991279,0.007103219,0.001255756,0.012729985,0.013921964,0.025203491,0.004511702,0.020030349,0.007827553,0.006857516,0.003152279,0.004749726,0.009406422,0.008364232,0.006852248,0.005202527,0.012116251,0.009285835,0.007852194,0.006849315,0.010510082,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4098081301,1,0.7411934093,,0.8584699636,1,1,,0.01167405661,0.01015487703,0.8698670371
Germination,0,0,0,0,0.000148721,0,0,0,0,0,0.001575931,0,0,0,0,0,0,0.000585676,0,0.000200743,0,0,0.000133458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133245,5.55E-05,7.25E-05,0,0,0,0,0,0,0,0,0,0,0,0.00030349,0,0,0,0,0,0,0,0,0,0,0.000184758,0,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.274851259,1,0.6976091236,,0.8855831625,1,1,,8.01E-05,2.27E-05,2.83E-01
Angiogenesis,0.016460346,0.000661376,0.002526993,0,0.009964307,0.012014251,0,0,0.005523908,0.000596944,0.001719198,0.002115197,0.000453515,0.001735477,0.002140946,0.000105285,0.001097265,0.000753012,0.00071736,0.001304828,0.001373267,0.000108342,0.016148405,0,0.001748688,0.007916182,0.000337382,0.001203163,0.001151245,0.003759398,0.000350959,0.001847903,0.018046541,0.010770374,0.001213994,0,0.000519558,0.006170226,0.000333111,5.55E-05,0.006378198,0.000111657,0.003913043,0.002114636,0.002310469,0.002906977,0.002663707,0,0.002187966,0.002198205,0.018142591,0.001127926,0.011836115,0,0.00206814,0,0.002740227,0,0.001897042,0.002034261,0.00012387,0.000900532,0.001688334,0.002678984,0,0.00148512,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5351884238,1,0.790239157,,0.918143238,1,1,,0.003450960091,0.002744570073,0.7953062338
Lipopolysaccharide biosynthesis,0.001360359,0.000146972,0.000114863,0.001141553,0,0,0.000975229,0.003766723,0,0,0.000429799,0,0.001927438,0.001187431,0,0.000736997,0.001410769,0.001924364,0.000938086,0.000652414,0.000850118,0.000433369,0,0.00012335,0,0,0.000674764,8.59E-05,0,0.001810081,0.00163781,0.000426439,0,0.002016129,0.000110363,0.000346188,0.000148445,0,0.003197868,0.002999667,7.25E-05,0.000223314,0,0,0.001155235,0.000545058,0,0,0.001690701,0,0.00049034,0.000281981,0.00030349,0.000963391,0.000108849,0,0,0.000324359,8.62E-05,0.000535332,0.000247739,0,0.000168833,0.001847575,0.002122323,0.00234192,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.9532927593,1,0.9775456006,,0.9326264226,1,1,,0.0006895414606,0.0006766002636,0.9812321699
Urea cycle,6.80E-05,0.000661376,0.00068918,0,0.000223081,0,0.000390092,0.001688531,0,0.00095511,0,0,0.000566893,0.000548045,0.000713649,0,0.000156752,0.001004016,5.52E-05,0.000250928,0,0,0,0.00012335,0,0,0.00168691,0,0,0.000974659,0.000935891,0,0,0.000159168,0,0.002146368,0,0,0.000266489,0.000499944,0,0.000167485,0,0.000222593,0,0,0,0,0.000198906,0.000549551,0,0.000939938,0.002276176,0.003612717,0.001088495,0,0,0.00021624,0.000172458,0.000214133,0,8.19E-05,0,9.24E-05,0.000482346,0.004226881,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3738337497,1,0.7041147929,,0.9358948481,1,1,,0.000354292803,0.0005337616182,1.506555069
Stress response,0.052577881,0.071942975,0.045026419,0.052054795,0.059190958,0.085508327,0.056758338,0.037927004,0.057483169,0.054680038,0.049426934,0.061340709,0.04138322,0.046675192,0.067439786,0.043166983,0.055490242,0.053296519,0.066604128,0.060674496,0.070886738,0.063163597,0.040304284,0.054027384,0.069447914,0.026542491,0.048920378,0.053970437,0.05166211,0.05583403,0.043051006,0.051741294,0.077410163,0.053268251,0.082993047,0.070414734,0.046389074,0.077732745,0.049300466,0.041717587,0.072914402,0.075535954,0.037826087,0.077907624,0.057184116,0.045603198,0.074139845,0.043323566,0.055096967,0.047261403,0.055408453,0.06288185,0.052200303,0.038415222,0.072929139,0.034675073,0.049324077,0.061520164,0.070966629,0.030620985,0.054378794,0.066884977,0.053351342,0.045635104,0.047655798,0.047695208,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.7971432367,1,0.9134047258,,0.9492230666,1,1,,0.0553215133,0.05615612679,1.015086599
Riboflavin biosynthesis,0.000136036,7.35E-05,0,0,0.000223081,8.29E-05,0,0,0,0,0.000286533,0,0,0,0,0,7.84E-05,0,0.000275908,0.000100371,0,0.000108342,0,0,0,0,0,0.00017188,0,0,0,0,0,5.31E-05,0.000441452,0,0.000148445,0,0,5.55E-05,0,0,0.000217391,0,0,0,0.000221976,0,9.95E-05,0,0,0.000187988,0,0,0,0,0,0.00010812,0,0,0,0.000409333,0,0,0,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.62302746,1,0.828758276,,0.9559895016,1,1,,4.66E-05,5.89E-05,1.26E+00
Lactose biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000523149,0,0,0,0,0,0,0,0,0.000835422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000209293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000163733,0,0,0,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3338521736,1,0.6996897653,,0.9629014896,1,1,,4.12E-05,1.13E-05,2.75E-01
Auxin signaling pathway,0,0,0,0.000456621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000142146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107066,0,0,0,9.24E-05,0,0,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4239882794,1,0.7411934093,,0.9629014896,1,1,,1.81E-05,6.04E-06,3.33E-01
