,C1.1,C1.2,C1.3,C1.4,C1.5,C1.6,C1.7,C1.8,C1.9,C1.10,C1.11,C1.12,C1.13,C1.14,C1.15,C1.16,C1.17,C1.18,C1.19,C1.20,C1.21,C1.22,C1.23,C1.24,C1.25,C1.26,C1.27,C1.28,C1.29,C1.30,C1.31,C1.32,C1.33,ABC.1,ABC.2,ABC.3,ABC.4,ABC.5,ABC.6,ABC.7,ABC.8,ABC.9,ABC.10,ABC.11,ABC.12,ABC.13,ABC.14,ABC.15,ABC.16,ABC.17,ABC.18,ABC.19,ABC.20,ABC.21,ABC.22,ABC.23,ABC.24,ABC.25,ABC.26,ABC.27,ABC.28,ABC.29,ABC.30,ABC.31,ABC.32,ABC.33,Abundance,Space1,description,Space2,pvalue (Ttest),Bonferoni Correction (Ttest),Benjamin-Hochberger Correction (Ttest),Space3,Mann-Whitney U Test (Wilcox-Test),Bonferoni Correction (Wilcox-Test),Benjamin-Hochberger Correction (Wilcox-Test),Space5,Average Group 1,Average Group 2,Group_2/Group_1
Meta-Protein 892,0,0.000100888,0.000145264,0.000344353,0.000320616,0,0.000550661,0,0,0.000293945,0.000395883,0.000212993,0.000309454,0.000395987,0,0,0.000363284,0.000488222,0.000992884,0.000213523,0,0,0,0.000469851,0,0.00035417,0.000147995,0.000353857,0.000205888,0,0.000309119,0.000190985,0,6.86E-05,0,0.000304569,0,9.83E-05,0.000352983,0,0,0.000160979,0,0,0.00019988,0,0,0,0.000273898,0,0,0,0.000230044,0,0,0,0.000220994,0.000305951,0,0,0.000903832,0.000692761,0,0,0.000386548,8.15E-05,0.011440721,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.1110779584,1,0.4787624411,,0.04082838603,1,0.4961271955,,0.000216964303,0.0001297242576,0.5979059954
Meta-Protein 1682,0,0,0,0,0,0,0,0,0,0,0,0,0.000928361,0,0,0,0,0,0,0.003558719,0,0,0,0.000939702,0,0.000177085,0,0,0,0,0,0,0,0.000960944,0.000277047,0,0.00123141,0,0,0,8.27E-05,0,0,0,0.00079952,0,0,0,0,0,0,0.005155847,0,0.002861471,0,0,0.003314917,0.000305951,0.003564485,0.000703037,0,0,0,0,0,0,0.02486117,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.100555577,1,0.4787624411,,0.04091508733,1,0.4961271955,,0.0001698141515,0.0005835545758,3.436430772
Meta-Protein 6265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000277047,0,0,0,0,0,0,0,0,0,0.00019988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000226347,0.000234137,0,0,0.000937411,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.04519296872,1,0.4787624411,,0.04224877991,1,0.4961271955,,0,2.84E-05,#DIV/0!
Meta-Protein 3302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000554093,0,0.000568343,0,0,0,0,0,0.000552486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000756103,0,0,0,0,0,0,0,0.002431026,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.04586858083,1,0.4787624411,,0.04224877991,1,0.4961271955,,0,7.37E-05,#DIV/0!
Meta-Protein 1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.83E-05,0,0,0,0.000160979,0,0,0,0,0,0,0,0,0,0.000117178,0,0,0,0,0,0,0.000108015,0,0,0,0,0,0,0,0.000484462,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.04805593247,1,0.4787624411,,0.04224877991,1,0.4961271955,,0,1.47E-05,#DIV/0!
Meta-Protein 2992,0,0,0,0,0,0,0,0,0,0,0,0,0.000154727,0.000131996,0,0,0,0,8.27E-05,0,0,0,0,0,0,0,0,0,0,0,0.00015456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000524023,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.04932737416,1,0.4787624411,,0.04224877991,1,0.4961271955,,1.59E-05,0,0.00E+00
Meta-Protein 1852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000131996,0,0,0,0,8.27E-05,0,0.000167406,0,0,0,0,0,0,0.000117952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000500095,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.05032772428,1,0.4787624411,,0.04224877991,1,0.4961271955,,1.52E-05,0,0.00E+00
Meta-Protein 4475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000276243,0,0,0,0,0,0,0.000263435,0,0,0,0,0,0,0,0.000152975,0,0,0,0,0,0.000351206,0,0,0.001043859,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.05202863377,1,0.4787624411,,0.04224877991,1,0.4961271955,,0,3.16E-05,#DIV/0!
Meta-Protein 4410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496032,0,0,0.000608273,0,0,0.000778412,0,0,0,0,0.000351535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002234251,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.05256405903,1,0.4787624411,,0.04224877991,1,0.4961271955,,0,6.77E-05,#DIV/0!
Meta-Protein 1915,0,0,0,0,0,0,0.00027533,0,0,0,0,0,0,0,0,0.000457387,0.000484379,0.000244111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001461207,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.05337324646,1,0.4787624411,,0.04224877991,1,0.4961271955,,4.43E-05,0,0.00E+00
Meta-Protein 7113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000263992,0,0.000304925,0,0.000122055,0,0,0,0,0,0.000156617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000847589,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.05808585132,1,0.4787624411,,0.04224877991,1,0.4961271955,,2.57E-05,0,0.00E+00
Meta-Protein 8627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001580611,0,0.002929459,0,0,0,0,0,0,0.003240441,0,0,0,0,0,0,0.001059927,0.008810437,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.06339717149,1,0.4787624411,,0.04224877991,1,0.4961271955,,0,0.0002669829697,#DIV/0!
Meta-Protein 5511,0,0.000302663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000121095,0.000122055,0,0,0,0,0,0.000156617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000702431,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.06473449716,1,0.4787624411,,0.04224877991,1,0.4961271955,,2.13E-05,0,0.00E+00
Meta-Protein 2437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507614,0,0,0,0,0,0.000965873,0,0,0,0,0.001037883,0,0,0.001844046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004355416,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.06642407586,1,0.4787624411,,0.04224877991,1,0.4961271955,,0,0.000131982303,#DIV/0!
Meta-Protein 8646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000304136,0,0,0,0,0,0,0,0.001288962,0,0,0,0,0,0,0.001728235,0,0,0,0,0,0,0.001386058,0.004707391,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.06729998224,1,0.4787624411,,0.04224877991,1,0.4961271955,,0,0.0001426482121,#DIV/0!
Meta-Protein 2359,0,0,0,0,0,0,0,0,0,0.000440917,0,0,0,0.000659979,0,0,0,0,0,0,0.000167406,0,0,0,0,0,0,0,0,0.000785238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205354,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.06807830995,1,0.4787624411,,0.04224877991,1,0.4961271955,,6.22E-05,0,0.00E+00
Meta-Protein 1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000189448,0,0,0,0,0.000241468,0,0,0,0,0,0,0,0,0.000290698,0.000585892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001307505,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.06955665381,1,0.4787624411,,0.04224877991,1,0.4961271955,,0,3.96E-05,#DIV/0!
Meta-Protein 3224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000960944,0,0,0,0,0,0.000467071,0,0,0,0.000912409,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.002508747,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.07575282086,1,0.4787624411,,0.04224877991,1,0.4961271955,,0,7.60E-05,#DIV/0!
Meta-Protein 2957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000264737,0,0,0,0,0,0,0,0,0,0,0,0,0.000117178,0,0,0,0,0,0.000152975,0,0,0,0.00046184,0,0,0,0,0.000996731,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.07791622648,1,0.4787624411,,0.04224877991,1,0.4961271955,,0,3.02E-05,#DIV/0!
Meta-Protein 4215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000176491,0,0,0,0,0,0,0,0,0,0.000821693,0,0,0,0,0,0,0,0.000441989,0,0,0,0,0,0,0,0,0.000244598,0.001684771,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.08573272751,1,0.4787624411,,0.04224877991,1,0.4961271955,,0,5.11E-05,#DIV/0!
Meta-Protein 1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000406091,0,0,0,0,8.27E-05,0,0,0,0,0,0,0,0,0,0.000290698,0,0,0,0,0,0,0,0.000108015,0,0,0,0,0,0,0,0.000887476,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.08642031667,1,0.4787624411,,0.04224877991,1,0.4961271955,,0,2.69E-05,#DIV/0!
Meta-Protein 1895,0,0,0,0,0,0,0.000825991,0,0,0,0,0,0,0,0,0,0,0.000244111,0,0,0,0,0,0,0.000571265,0,0.001775936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003417303,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.09676495016,1,0.4787624411,,0.04224877991,1,0.4961271955,,0.0001035546364,0,0
Meta-Protein 2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004365482,0,0,0,0,0,0.003139086,0,0.009276156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067904,0,0,0,0.017459764,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.1049698394,1,0.4787624411,,0.04224877991,1,0.4961271955,,0,0.0005290837576,#DIV/0!
Meta-Protein 1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000233536,0,0.00128783,0,0,0,0,0,0,0,0,0.000145349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001222992,0.002889707,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.1088746125,1,0.4787624411,,0.04224877991,1,0.4961271955,,0,8.76E-05,#DIV/0!
Meta-Protein 1205,0,0,0.000726322,0,0,0,0,0,0,0,0,0.000212993,0,0,0,0,0.000121095,0,0,0,0,0,0,0,0,0,0,0,0.000205888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001266298,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.1117632283,1,0.4787624411,,0.04224877991,1,0.4961271955,,3.84E-05,0,0.00E+00
Meta-Protein 2704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002585158,0,0,0,0,0,0.00052687,0,0,0,0.004881333,0,0,0,0,0,0,0.000180766,0,0,0,0,0,0.008174128,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.1434150782,1,0.4787624411,,0.04224877991,1,0.4961271955,,0,0.0002477008182,#DIV/0!
Meta-Protein 1011,0,0.001311542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000165481,0,8.37E-05,0,0,0,0,0,0,0,0.000205888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001766614,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.191840266,1,0.4787624411,,0.04224877991,1,0.4961271955,,5.35E-05,0,0.00E+00
Meta-Protein 1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000152068,0,0,0,0,0,0,0,0,0,0,0.000452967,0.002267003,0,0,0,0,0,0.00011546,0,0,0,0,0.002987498,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2024298437,1,0.4787624411,,0.04224877991,1,0.4961271955,,0,9.05E-05,#DIV/0!
Meta-Protein 1176,0,0.000201776,0.000145264,0,0.000427487,0,0,0,0,0,0,0,0,0,0,0,0,0.000122055,0.000910144,0.000640569,0.000669624,0.000804829,0.000318421,0.000783085,0.000856898,0.001062511,0.000591979,0.001179523,0.000823554,0.000588928,0,0.001718869,0,0.000549111,0.001108187,0.000609137,0.000568343,0.000589739,0.000882457,0.000389226,0.000496032,0.000482936,0,0.001064477,0.00079952,0.001008319,0.000518941,0,0.000821693,0.001580611,0.000290698,0.000234357,0,0,0.000301978,0,0,0,0.001080147,0.000984252,0.000542299,0.001154601,0.001131734,0.000468274,0.000773096,0.000326131,0.030601814,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.05765319846,1,0.4787624411,,0.04358505497,1,0.4961271955,,0.0003589550303,0.0005683726061,1.583408946
Meta-Protein 73,0.000779195,0.000605327,0.001162115,0.000688705,0.001496206,0.000900901,0.004680617,0.002056555,0.000699953,0.002351558,0.000791766,0.001277955,0.001701996,0.001451954,0.000470146,0.000914774,0.001210947,0.001464665,0.001241105,0.000711744,0.00083703,0.000804829,0.002228944,0.002975724,0.001142531,0.00035417,0.001183957,0.000471809,0.001647107,0.000785238,0.002627512,0.00210084,0.001110618,0.000823667,0,0.000609137,0.000947239,0.002162375,0.001235439,0.001245524,0,8.05E-05,0,0.000152068,0.001998801,0.002520797,0,0,0.002602027,0.002370917,0.000436047,0,0.002300437,0.002188184,0,0,0,0.001070828,0.000216029,0.001265467,0.001446132,0.001385521,0.00067904,0.00081948,0.001932741,0.000326131,0.075743009,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.05526493486,1,0.4787624411,,0.04380335744,1,0.4961271955,,0.001361469485,0.0009337732545,0.6858569104
Meta-Protein 1138,0,0.000100888,0,0,0,0,0,0,0,0,0,0,0,0,0.000235073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.86E-05,0,0,0,0,0,0.00015569,0,8.05E-05,0,0,0,0,0,0,0,0,0.000145349,0,0,0,0.000150989,0,0,0,0.000108015,0,0,0.00011546,0,0,0,0.000163066,0.001323658,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.11756905,1,0.4787624411,,0.04728938008,1,0.4961271955,,1.02E-05,2.99E-05,2.94E+00
Meta-Protein 169,0.000779195,0.000201776,0.000290529,0,0.000854975,0.000643501,0.000825991,0.000514139,0.001633224,0.000587889,0,0.000638978,0.000309454,0.000395987,0.000470146,0,0,0.000244111,0.000165481,0.000640569,0.000669624,0,0.001432893,0,0,0.001593767,0.000147995,0.000471809,0,0.000196309,0,0,0.000888494,0,0.000277047,0,0,0.000786318,0,0.000233536,0.000744048,0,0,0.000304136,0.00039976,0,0.000518941,0,0,0,0.000290698,0,0.000460087,0,0.000754945,0,0.000441989,0,0.000108015,0.00056243,0,0.00034638,0.000226347,0.000234137,0.000128849,0.000407664,0.021822163,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.0187174766,1,0.4787624411,,0.04791760496,1,0.4961271955,,0.0004423283636,0.000218949303,0.494992682
Meta-Protein 1258,0,0,0.000726322,0,0,0,0,0,0,0,0,0,0,0,0.000470146,0.000609849,0,0,0,0,8.37E-05,0.000670691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507614,0.000947239,0,0,0,0.000165344,0.000241468,0,0,0,0,0.001297353,0,0,0,0,0,0,0,0.000452967,0,0.000220994,0.000152975,0.000216029,0,0.000361533,0,0,0.000117069,0.000128849,0.000163066,0.007533212,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.2436130692,1,0.4787624411,,0.04791962227,1,0.4961271955,,7.76E-05,0.0001506818182,1.94E+00
Meta-Protein 516,0.000194799,0.000706215,0.001452644,0.00137741,0.000427487,0,0.001927313,0.000342759,0.000933271,0.000734862,0.000989707,0.001064963,0.000154727,0,0.001410437,0.000609849,0.000726568,0.000122055,0.000827404,0.000640569,0.001171842,0.000134138,0,0.000469851,0.000571265,0.000177085,0.000591979,0.000353857,0.000617665,0,0,0,0.000666371,0.000755028,0,0.000507614,0.000189448,0.00019658,0.001147194,0.000311381,0.000165344,0.000724404,0,0.000456204,0.00039976,0,0,0.000254388,0,0,0.00130814,0.000468713,0,0.000168322,0.000754945,0,0.000441989,0.000611901,0.000324044,0,0.000361533,0.00034638,0.00067904,0.000234137,0.000128849,0.000407664,0.030740097,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.02312891848,1,0.4787624411,,0.0484143485,1,0.4961271955,,0.0005877906667,0.0003437273333,0.5847784812
Meta-Protein 6401,0,0,0,0,0,0,0,0,0,0.000146972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000152068,0.00019988,0,0,0,0.000136949,0,0,0,0,0,0,0,0,0,0.000108015,0,0.000180766,0,0,0,0,8.15E-05,0.001006183,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.05949472764,1,0.4787624411,,0.04912224906,1,0.4961271955,,4.45E-06,2.60E-05,5.85E+00
Meta-Protein 1227,0,0,0.000726322,0,0,0,0,0,0.001633224,0.001028807,0,0,0,0,0.00164551,0,0,0,0,0,0.000167406,0,0,0,0.002856327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001188162,0,0,0,0,0,0,0,0.009245757,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.08404968567,1,0.4787624411,,0.04912224906,1,0.4961271955,,0.0002441695758,3.60E-05,1.47E-01
Meta-Protein 2499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001255545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000402447,0,0.001368613,0,0,0,0,0,0.001317176,0,0.00070307,0,0,0,0,0,0,0.001404191,0,0,0,0,0,0,0.000652263,0.007103305,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.09735072831,1,0.4787624411,,0.04912224906,1,0.4961271955,,3.80E-05,0.0001772048485,4.66E+00
Meta-Protein 1024,0,0.000100888,0,0,0,0,0,0.00017138,0,0,0,0,0,0.000131996,0,0.000152462,0.000242189,0.000122055,0,0,8.37E-05,0,0,0,0,0,0,0,0,0.000588928,0,0,0,6.86E-05,0,0.000101523,0,0,0.000176491,0.000544917,0.000330688,0.000321958,0,0,0,0,0,0,0.000273898,0.000263435,0.000726744,0.000351535,0,0.000841609,0,0,0,0.000152975,0,0,0,0.00011546,0,0.000117069,0,8.15E-05,0.006062075,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.04773312846,1,0.4787624411,,0.04999766777,1,0.4961271955,,4.83E-05,0.0001354082939,2.80E+00
Meta-Protein 917,0,0.002421308,0.003195816,0,0,0,0,0,0,0,0,0,0.001547269,0,0,0,0,0,0,0.001209964,0.001506654,0.000938967,0,0.001879405,0,0,0,0,0,0,0,0,0.002887606,0.000411833,0.002354897,0.002639594,0.000284172,0,0,0,0.000248016,0.000804894,0,0.000912409,0,0,0,0.000254388,0,0,0.001598837,0,0.000460087,0.000841609,0.001660879,0.000251889,0.000441989,0.00198868,0.001944264,0,0.000361533,0,0,0,0.001030795,0.000978394,0.035056148,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5785271928,1,0.7225903208,,0.05027165055,1,0.4961271955,,0.000472333,0.0005899745152,1.249064781
Meta-Protein 1072,0,0.000605327,0.000290529,0.002066116,0.001282462,0,0.00027533,0.000856898,0.000466636,0.001322751,0,0.002555911,0.000618908,0.000263992,0,0.000457387,0.000363284,0.00134261,0,0,0.000167406,0.001743796,0.000477631,0.000313234,0,0.001239596,0.000739973,0,0.000411777,0.001177856,0,0.000190985,0.000222124,0.000411833,0,0,0.002083925,0.000294869,0.000264737,0.000233536,0.000496032,0.000160979,0,0.000760341,0.00019988,0.001512478,0,0,0.000273898,0.000263435,0.001598837,0.000234357,0.000920175,0,0,0,0,0,0.000216029,0.000843645,0,0,0,0,0,0.000326131,0.030547635,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.0882647209,1,0.4787624411,,0.05095415398,1,0.4961271955,,0.0005894702727,0.0003362156667,0.570369164
Meta-Protein 112,0.000389598,0,0,0.00137741,0,0,0.001376652,0,0,0,0,0.000425985,0,0,0,0.000914774,0.000242189,0.000610277,0,0,0,0,0,0.000469851,0,0,0,0,0.00123533,0,0,0,0,0,0,0,0.000378896,0.000589739,0.000705965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008716666,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.04498915267,1,0.4787624411,,0.05178532025,1,0.4961271955,,0.0002133959394,5.07E-05,2.38E-01
Meta-Protein 751,0,0.000403551,0,0,0.000641231,0.000514801,0,0,0,0.000440917,0,0.000638978,0.000309454,0.000395987,0.000940291,0,0,0,0,0,0,0,0.000477631,0,0,0.000177085,0,0,0.000205888,0,0,0,0.000444247,0,0,0,0,0.000393159,0,0,0,0,0,0,0.00039976,0.00025208,0,0,0,0,0.000581395,0,0.000920175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008136631,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.1141643738,1,0.4787624411,,0.05294922031,1,0.4961271955,,0.0001693957879,7.72E-05,4.56E-01
Meta-Protein 272,0.000486997,0.000201776,0,0.000344353,0.000427487,0.0001287,0.00027533,0.000514139,0,0.000293945,0.000593824,0.000212993,0.000309454,0.000395987,0.000705219,0.000304925,0.000484379,0.000610277,0.000248221,0.000213523,0,0.000268276,0.000636841,0.000783085,0.000856898,0.00035417,0.000443984,0.000353857,0,0.000392619,0.000772798,0.001145913,0.000222124,6.86E-05,0,0,0.000284172,0,0.000176491,0.000233536,0,0.000160979,0.000828729,0,0,0.000504159,0,0,0.000273898,0.000790306,0.000145349,0.000234357,0.001150219,0.000504965,0.000452967,0,0.000441989,0.000305951,0.000216029,0.00056243,0.000542299,0.00046184,0,0.000468274,0.000257699,0,0.022047369,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.08653823213,1,0.4787624411,,0.05298869192,1,0.4961271955,,0.0003933967879,0.0002747053606,0.6982908073
